Entry,Name,Level,Health,Mana,Armor,Copper,Holy,Fire,Nature,Frost,Shadow,Arcane
15712,Dirt Mound,60,3052,0,3750,0,0,0,0,0,0,0
3678,Disciple of Naralex,20,1381,980,836,0,0,0,0,0,0,0
13279,Discordant Surge,57,3688,0,3342,316,0,56,56,56,56,112
5924,Disease Cleansing Totem,38,5,300,1391,23,0,0,0,0,0,0
1815,Diseased Black Bear,52,3672,0,2295,0,0,0,0,0,0,0
8532,Diseased Flayer,59,4435,0,3449,179,0,0,0,0,0,0
10495,Diseased Ghoul,59,8947,0,3449,618,0,0,0,0,0,0
1816,Diseased Grizzly,56,4031,0,2467,0,0,0,0,0,0,0
16056,Diseased Maggot,60,3052,0,3750,0,0,0,0,0,0,0
1817,Diseased Wolf,54,3392,0,3180,0,0,0,0,0,0,0
15429,Disgusting Oozeling,1,100,0,8,0,0,0,0,0,0,0
5865,Dishu,13,271,0,596,0,0,0,0,0,0,0
16212,Dispatch Commander Metz The Argent Dawn,60,8700,0,3750,0,0,0,0,0,0,0
7623,Dispatch Commander Ruag,60,3857,0,3750,0,0,0,0,0,0,0
2493,Dizzy One-Eye Blackwater Raiders,41,2568,0,2074,0,0,0,0,0,0,0
5087,Do'gol,30,1605,0,1179,0,0,0,0,0,0,0
6247,Doan Karhan,40,2471,3191,1590,0,0,0,0,0,0,0
7207,Doc Mixilpixil,45,2972,0,2695,0,0,0,0,0,0,0
381,Dockmaster Baren,20,919,0,836,0,0,0,0,0,0,0
2774,Doctor Draxlegauge Blackwater Raiders,38,2284,0,1684,0,0,0,0,0,0,0
12920,Doctor Gregory Victor Trauma Surgeon,48,3294,0,2857,0,0,0,0,0,0,0
12939,Doctor Gustaf VanHowzen Trauma Surgeon,48,3294,0,2857,602,0,0,0,0,0,0
4611,Doctor Herbert Halsey Artisan Alchemist,50,3517,0,2966,0,0,0,0,0,0,0
4609,Doctor Marsh Expert Alchemist,35,2016,0,1349,0,0,0,0,0,0,0
11044,Doctor Martin Felben Journeyman Alchemist,25,1240,0,1008,0,0,0,0,0,0,0
15525,Doctor Serratus Rugged Leather Collector,1,5000,0,8,0,0,0,0,0,0,0
11261,Doctor Theolen Krastinov The Butcher,60,30445,0,3750,1799,0,0,0,0,0,0
15552,Doctor Weavil,63,320000,492480,3736,0,0,0,0,0,0,0
15553,Doctor Weavil's Flying Machine,60,28000,0,3750,0,0,0,0,0,0,0
10582,Dog Sire,1,64,0,11,0,0,0,0,0,0,0
5125,Dolkin Craghelm Mail Armor Merchant,30,1605,0,1179,0,0,0,0,0,0,0
5102,Dolman Steelfury Weapon Merchant,30,1605,0,1179,0,0,0,0,0,0,0
12657,Don Pompa,20,480,0,836,54,0,0,0,0,0,0
857,Donal Osgood Arathi Basin Battlemaster,61,7776,0,4047,0,0,0,0,0,0,0
2367,Donald Rabonne Fishing Trainer,31,1684,0,1213,0,0,0,0,0,0,0
2532,Donna,1,64,0,8,0,0,0,0,0,0,0
6367,Donni Anthania Crazy Cat Lady,5,166,0,111,0,0,0,0,0,0,0
9298,Donova Snowden,50,3517,0,2966,0,0,0,0,0,0,0
2504,Donyal Tovald Librarian,15,644,0,665,0,0,0,0,0,0,0
16157,Doom Touched Warrior,61,100658,0,4047,0,0,0,0,0,0,0
9039,Doom'rel,56,12197,17304,3944,849,0,0,0,0,0,0
8900,Doomforge Arcanasmith,55,2379,5013,2609,130,0,0,0,0,0,0
8897,Doomforge Craftsman,54,3293,0,3180,153,0,0,0,0,0,0
8899,Doomforge Dragoon,55,7842,0,3234,554,0,0,0,0,0,0
11859,Doomguard,60,4802,2783,3025,631,0,0,0,0,0,240
12396,Doomguard Commander,61,34350,12430,4044,3022,0,0,0,0,93,244
14385,Doomguard Minion,60,3559,1874,3025,0,0,0,0,0,0,240
14443,Doomguard Tap Trigger,1,42,0,8,0,0,0,0,0,0,0
4677,Doomwarder,37,2192,0,1568,86,0,90,0,0,0,0
4680,Doomwarder Captain,38,1628,0,1684,90,0,95,0,0,0,0
9040,Dope'rel,56,12197,0,1644,0,0,0,0,0,0,0
7778,Doran Steelwing,45,2972,0,2695,0,0,0,0,0,0,0
3310,Doras Wind Rider Master,55,7423,0,3234,273,0,0,0,0,0,0
2311,Doreen Beltis,5,166,0,111,0,0,0,0,0,0,0
956,Dorin Songblade Armorer,22,1042,0,906,0,0,0,0,0,0,0
4205,Dorion Hunter Trainer,50,3517,4393,2393,0,0,0,0,0,0,0
8421,Dorius,50,3517,0,2966,224,0,0,0,0,0,0
8284,Dorius Stonetender,45,2972,0,2695,0,0,0,0,0,0,0
2986,Dorn Plainstalker,29,1528,0,1145,0,0,0,0,0,0,0
5613,Doyo'da,11,456,0,528,0,0,0,0,0,0,0
1465,Drac Roughcut Tradesman,15,644,0,665,0,0,0,0,0,0,0
6129,Draconic Magelord,54,6415,9792,2567,418,0,0,0,175,0,0
6131,Draconic Mageweaver,52,5971,3846,3072,425,0,0,208,175,0,0
7401,Draenei Refugee,45,2972,0,2695,183,0,0,0,0,0,0
5792,Drag Master Miglen,35,2016,0,1349,0,0,0,0,0,0,0
1037,Dragonmaw Battlemaster,30,1016,0,1179,62,0,25,0,0,0,0
1057,Dragonmaw Bonewarder,27,659,1545,900,50,0,25,0,0,0,0
1036,Dragonmaw Centurion,29,949,655,1145,59,0,25,0,0,0,0
2102,Dragonmaw Grunt,21,527,0,872,38,0,25,0,0,0,0
1034,Dragonmaw Raider,27,837,0,1078,53,0,25,0,0,0,0
2103,Dragonmaw Scout,20,483,0,836,35,0,25,0,0,0,0
1038,Dragonmaw Shadowwarder,29,738,1545,957,53,0,25,0,0,0,0
1035,Dragonmaw Swamprunner,28,896,0,1111,57,0,25,0,25,25,25
12121,Drakan,60,9132,0,3750,886,0,0,0,0,0,0
1250,Drake Lindgren General & Trade Supplies,10,413,0,463,0,0,0,0,0,0,0
11097,Drakk Stonehand Master Leatherworker,55,4108,0,3234,0,0,0,0,0,0,0
14606,Drakonid Corpse Trigger,1,5000,0,8,0,0,0,0,0,0,0
6986,Dran Droffers Droffers and Son Salvage,45,2972,0,2695,0,0,0,0,0,0,0
6387,Dranh Skinning Trainer,15,644,0,665,0,0,0,0,0,0,0
4501,Draz'Zilb,40,2471,0,1938,0,0,0,0,0,0,0
15974,Dread Creeper,61,46361,0,4047,0,0,0,0,0,0,0
4693,Dread Flyer,37,1531,0,1568,0,0,0,0,0,0,0
14483,Dread Guard,60,14822,0,3750,0,0,0,0,0,0,0
4694,Dread Ripper,40,1734,0,1938,0,0,0,0,0,0,0
4692,Dread Swoop,33,1226,0,1281,0,0,0,0,0,0,0
8528,Dread Weaver,59,2780,5598,2784,143,0,0,0,0,0,0
8716,Dreadlord,62,46558,12840,4340,3136,0,0,0,0,0,248
5976,Dreadmaul Brute,47,2571,0,2243,124,0,0,0,0,0,0
5977,Dreadmaul Mauler,54,3289,0,3180,154,0,0,0,0,0,0
5974,Dreadmaul Ogre,46,2429,0,2750,123,0,0,0,0,0,0
5975,Dreadmaul Ogre Mage,47,1785,4031,2265,99,0,0,0,0,0,0
5978,Dreadmaul Warlock,55,2365,5013,2609,130,0,0,0,0,0,0
3110,Dreadmaw Crocolisk,11,225,0,528,0,0,0,0,0,0,0
8304,Dreadscorn,57,3868,0,3342,170,0,0,0,0,0,0
14505,Dreadsteed,1,64,53,7,2,0,0,0,0,0,0
14504,Dreadsteed Spirit,60,3857,0,3750,0,0,0,0,0,0,0
1849,Dreadwhisper,58,3876,0,3396,0,0,0,0,0,0,0
15224,Dream Fog,1,96,0,8,2,0,0,0,0,0,0
7863,Dream Vision,1,64,0,8,1,0,0,0,0,0,0
741,Dreaming Whelp,36,1072,2763,1241,70,0,0,80,0,107,0
12497,Dreamroarer,62,78249,0,4344,4690,0,0,0,0,0,0
5721,Dreamscythe,53,12606,7071,2524,643,0,0,0,0,0,0
12498,Dreamstalker,62,77930,0,4344,4579,0,0,0,0,0,0
12496,Dreamtracker,62,80621,0,4344,4634,0,0,0,0,0,0
11741,Dredge Crusher,58,3880,0,3396,0,0,0,0,0,0,0
11740,Dredge Striker,56,3204,0,3289,0,0,0,0,0,0,0
8925,Dredge Worm,52,4268,0,3060,257,0,0,0,0,0,0
11946,Drek'Thar Frostwolf General,62,158400,0,4344,873,0,0,0,0,0,0
9620,Dreka'Sur,50,3517,0,2966,0,0,0,0,0,0,0
2495,Drizzlik,45,2972,0,2695,0,0,0,0,0,0,0
14231,Drogoth the Roamer,37,1525,0,1568,330,0,0,0,0,30,0
2812,Drovnar Strongbrew Alchemy Supplies,40,2471,0,1938,0,0,0,0,0,0,0
3840,Druid of the Fang,20,1299,980,836,121,0,0,40,0,0,0
13443,Druid of the Grove,60,22867,0,3750,812,0,0,0,0,0,0
2239,Drull,23,1106,0,940,0,0,0,0,0,0,0
12340,Drulzegar Skraghook,35,2016,0,1349,0,0,0,0,0,0,0
2771,Drum Fel,30,1605,0,1179,0,0,0,0,0,0,0
15724,Drunken Bruiser,57,2600,0,3342,0,0,0,0,0,0,0
2440,Drunken Footpad,33,1411,0,1281,70,0,0,0,0,0,0
459,Drusilla La Salle Warlock Trainer,5,166,0,111,0,0,0,0,0,0,0
11562,Drysnap Crawler,34,977,1007,1645,65,0,0,0,0,0,0
11563,Drysnap Pincer,35,1217,0,1686,72,0,0,0,0,0,0
4341,Drywallow Crocolisk,36,1464,0,1456,0,0,0,0,0,0,0
4345,Drywallow Daggermaw,41,4774,0,2074,0,0,0,0,0,0,0
4343,Drywallow Snapper,38,1692,0,1684,0,0,0,0,0,0,0
4342,Drywallow Vicejaw,37,1528,0,1568,0,0,0,0,0,0,0
2574,Drywhisker Digger,37,1702,0,1568,85,0,0,0,0,0,0
2572,Drywhisker Kobold,36,1579,0,1456,84,0,0,0,0,0,0
2573,Drywhisker Surveyor,38,1221,2975,1391,73,0,0,0,0,0,0
10817,Duggan Wildhammer,55,3372,0,3234,156,0,0,0,0,0,0
9022,Dughal Stormwing,52,7292,0,3060,0,0,0,0,0,0,0
8306,Duhng Cook,18,804,0,768,0,0,0,0,0,0,0
15870,Duke August Foehammer,63,10846,0,4641,4836,0,0,0,0,0,0
13278,Duke Hydraxis,60,9298,0,3750,0,0,300,300,300,300,300
11039,Duke Nicholas Zverenhoff The Argent Dawn,60,3857,0,3750,0,0,30,0,0,0,70
10293,Dulciea Frostmoon Cloth Armor Merchant,51,3632,0,3018,0,0,0,0,0,0,0
14762,Dun Baldar North Marshal,60,61800,0,3750,767,0,0,0,0,0,0
14770,Dun Baldar North Warmaster,60,59557,0,3750,767,0,0,0,0,0,0
14763,Dun Baldar South Marshal,60,26500,0,3750,767,0,0,0,0,0,0
14771,Dun Baldar South Warmaster,60,60663,0,3750,767,0,0,0,0,0,0
2344,Dun Garok Mountaineer,29,2413,811,1145,191,0,0,0,0,0,0
2346,Dun Garok Priest,30,1543,852,1178,204,0,0,0,0,0,0
2345,Dun Garok Rifleman,30,2975,0,1179,226,0,0,0,0,0,0
7360,Dun Garok Soldier,29,948,0,1145,63,0,0,0,0,0,0
13076,Dun Morogh Mountaineer,30,1903,0,1179,0,0,0,0,0,0,0
1314,Duncan Cullen Light Armor Merchant,30,1605,0,1179,0,0,0,0,0,0,0
5469,Dune Smasher,49,6506,0,2912,463,0,0,0,0,0,0
5474,Dunemaul Brute,48,2682,0,2857,123,0,0,0,0,0,0
5472,Dunemaul Enforcer,47,2803,0,2804,121,0,0,0,0,0,0
5471,Dunemaul Ogre,46,2522,0,2750,120,0,0,0,0,0,0
5473,Dunemaul Ogre Mage,47,2270,3280,2802,108,0,0,0,0,0,0
5475,Dunemaul Warlock,48,2142,3390,2855,111,0,0,0,0,0,0
352,Dungar Longdrink Gryphon Master,55,8017,0,3234,0,0,0,0,0,0,0
3158,Duokna General Goods,10,413,0,463,0,0,0,0,0,0,0
7732,Dupe Bug,1,64,0,8,0,0,0,0,0,0,0
2881,Durdek Karrin Bear Trainer,50,3517,2103,2393,627,0,0,0,0,0,0
12860,Duriel Moonfire,24,1503,0,975,63,0,0,0,0,0,0
16094,Durik Stable Master,30,1605,0,1179,0,0,0,0,0,0,0
836,Durnan Furcutter Cloth & Leather Armor Merchant,5,166,0,111,0,0,0,0,0,0,0
12122,Duros,60,9183,0,3750,886,0,0,0,0,0,0
3121,Durotar Tiger,8,154,0,306,0,0,0,0,0,0,0
2737,Durtham Greldon,40,2471,0,1938,0,0,0,0,0,0,0
1512,Duskbat,2,70,0,20,0,0,0,0,0,0,0
14430,Duskstalker,9,176,0,387,0,0,0,0,0,0,0
11897,Duskwing,60,18585,0,3750,0,0,0,0,0,0,0
832,Dust Devil,19,420,0,802,0,0,0,40,0,0,0
11744,Dust Stormer,57,3757,0,3342,0,0,56,56,56,112,56
2715,Dustbelcher Brute,40,1717,0,1938,91,0,0,0,0,0,0
2719,Dustbelcher Lord,45,2235,0,2695,114,0,0,0,0,0,0
2717,Dustbelcher Mauler,42,1970,0,2218,102,0,0,0,0,0,0
2907,Dustbelcher Mystic,37,1244,1142,1567,77,0,0,0,0,0,0
2701,Dustbelcher Ogre,39,1669,0,1808,90,0,0,0,0,0,0
2720,Dustbelcher Ogre Mage,44,1492,3680,2078,93,0,0,0,0,0,0
2718,Dustbelcher Shaman,43,1933,1432,2367,92,0,0,0,0,0,0
2906,Dustbelcher Warrior,37,2544,0,1568,81,0,0,0,0,0,0
2716,Dustbelcher Wyrmhunter,41,2156,0,2074,98,0,100,0,0,0,0
3115,Dustwind Harpy,8,156,0,306,15,0,0,0,0,0,0
3116,Dustwind Pillager,8,155,0,306,14,0,0,0,0,0,0
3117,Dustwind Savage,10,196,0,463,17,0,0,0,0,0,0
3118,Dustwind Storm Witch,11,207,205,526,19,0,0,0,0,0,0
10081,Dustwraith,45,5600,0,2695,1417,0,0,0,0,0,0
6171,Duthorian Rall,60,3857,2434,3025,0,0,0,0,0,0,0
4891,Dwane Wertle Chef,28,1454,0,1111,0,0,0,0,0,0,0
15783,Dwarf Female Winter Reveler,1,5000,0,8,0,0,0,0,0,0,0
15782,Dwarf Male Winter Reveler,1,5000,0,8,0,0,0,0,0,0,0
12998,Dwarven Farmer,15,644,0,665,17,0,0,0,0,0,0
3174,Dwukk Journeyman Blacksmith,27,1380,0,1078,0,0,0,0,0,0,0
8417,Dying Archaeologist,46,3077,0,2750,0,0,0,0,0,0,0
4701,Dying Kodo,36,1714,0,1456,0,0,0,0,0,0,0
196,Eagan Peltskinner,3,112,0,33,0,0,0,0,0,0,0
7556,Eagle Owl,1,5000,0,8,0,0,0,0,0,0,0
4180,Ealyshia Dewwhisper Two Handed Weapon Merchant,50,3517,0,2966,0,0,0,0,0,0,0
329,Earth Elemental,55,2675,0,3234,0,0,260,260,260,260,260
2630,Earthbind Totem,13,5,300,509,17,0,0,0,0,0,0
11320,Earthborer,14,984,0,630,0,0,0,0,0,0,0
14348,Earthcaller Franzahl,62,9835,0,4344,0,0,0,0,0,0,0
4842,Earthcaller Halmgar,32,3289,1067,1248,349,0,0,0,0,0,0
7309,Earthen Custodian,45,462,0,2695,67,0,0,0,0,0,0
7076,Earthen Guardian,45,462,0,3503,72,0,0,0,0,0,0
7077,Earthen Hallshaper,45,302,2975,2177,71,0,0,0,0,0,0
7011,Earthen Rocksmasher,43,1716,0,2369,103,0,0,0,0,0,0
7012,Earthen Sculptor,43,1545,1286,1926,89,0,0,0,0,0,0
7396,Earthen Stonebreaker,45,1848,0,2695,114,0,0,0,0,0,0
7397,Earthen Stonecarver,45,1665,1286,2177,97,0,0,0,0,0,0
15307,Earthen Templar Abyssal Council,60,7965,0,3750,880,0,0,0,0,0,0
6066,Earthgrab Totem,50,22,1286,2393,110,0,0,0,0,0,0
14768,East Frostwolf Marshal,60,61423,0,3750,767,0,0,0,0,0,0
14772,East Frostwolf Warmaster,60,60489,0,3750,761,0,0,0,0,0,0
1975,Eastvale Lumberjack,8,334,0,306,13,0,0,0,0,0,0
11328,Eastvale Peasant,7,228,0,230,12,0,0,0,0,0,0
17691,Eastwall Horde Capture Quest Doodad,1,5000,0,8,0,0,0,0,0,0,0
14601,Ebonroc,63,999300,0,4641,1013688,0,0,0,0,0,0
5768,Ebru Disciple of Naralex,14,594,0,630,0,0,0,0,0,0,0
3475,Echeyakee,16,351,0,700,0,0,0,0,0,0,0
10642,Eck'alom,27,820,732,1078,0,0,0,0,75,0,0
1137,Edan the Howler,9,176,0,387,16,0,0,0,0,0,0
8075,Edana Hatetalon,50,5299,0,2966,576,0,0,0,0,0,0
1286,Edna Mullby Trade Supplies,30,1605,0,1179,0,0,0,0,0,0,0
5670,Edrick Killian,20,919,0,836,0,0,0,0,0,0,0
5140,Edris Barleybeard Barmaid,30,1605,0,1179,0,0,0,0,0,0,0
5654,Edward,20,919,0,836,0,0,0,0,0,0,0
5052,Edward Remington Guild Tabard Designer,25,1240,0,1008,0,0,0,0,0,0,0
2140,Edwin Harly General Supplies,19,860,0,802,0,0,0,0,0,0,0
639,Edwin VanCleef Defias Kingpin,21,4168,0,872,421,0,0,0,0,0,0
1462,Edwina Monzor Fletcher,25,1240,0,1008,0,0,0,0,0,0,0
8963,Effsee,1,64,0,11,0,0,0,0,0,0,0
11140,Egan,59,4612,0,3449,0,0,0,0,0,0,0
2093,Einar Stonegrip,20,919,0,836,0,0,0,0,0,0,0
5515,Einris Brightspear Hunter Trainer,60,3139,2620,3025,0,0,0,0,0,0,0
3144,Eitrigg,20,919,0,836,0,0,0,0,0,0,0
659,El Pollo Grande The Black Chicken of Death,50,2685,0,2966,224,0,0,0,0,0,0
6292,Eladriel Skinning Trainer,35,2016,0,1349,0,0,0,0,0,0,0
633,Elaine Carevin,18,804,0,768,0,0,0,0,0,0,0
483,Elaine Trias Mistress of Cheese,30,1605,0,1179,0,0,0,0,0,0,0
4088,Elanaria,62,4079,0,4344,0,0,0,0,0,0,0
3810,Elder Ashenvale Bear,26,1347,0,490,0,0,0,0,0,0,0
15563,Elder Bellowrage,60,3857,5751,3025,0,0,0,0,0,0,0
1186,Elder Black Bear,12,287,0,562,0,0,0,0,0,0,0
15599,Elder Bladesing,60,3857,5751,3025,0,0,0,0,0,0,0
15598,Elder Bladeswift,60,3857,5751,3025,0,0,0,0,0,0,0
15575,Elder Bloodhoof,60,3857,5751,3025,0,0,0,0,0,0,0
15606,Elder Brightspear,60,3857,5751,3025,0,0,0,0,0,0,0
15871,Elder Bronzebeard,60,3857,5751,3025,0,0,0,0,0,0,0
4119,Elder Cloud Serpent,29,816,811,1145,0,0,0,58,0,0,0
1127,Elder Crag Boar,8,155,0,306,0,0,0,0,0,0,0
2729,Elder Crag Coyote,40,1776,0,1938,0,0,0,0,0,0,0
15564,Elder Darkcore,60,3857,5751,3025,0,0,0,0,0,0,0
15579,Elder Darkhorn,60,3857,5751,3025,0,0,0,0,0,0,0
2187,Elder Darkshore Thresher,18,417,0,768,0,0,0,0,0,0,0
15585,Elder Dawnstrider,60,3857,5751,3025,0,0,0,0,0,0,0
9164,Elder Diemetradon,55,3429,0,3234,0,0,0,0,0,0,0
746,Elder Dragonkin,45,6559,0,4042,115,0,0,0,0,0,0
15586,Elder Dreamseer,60,3857,5751,3025,0,0,0,0,0,0,0
15607,Elder Farwhisper,60,3857,0,3750,0,0,0,0,0,0,0
15569,Elder Goldwell,60,3857,5751,3025,0,0,0,0,0,0,0
15568,Elder Graveborn,60,3857,5751,3025,0,0,0,0,0,0,0
2356,Elder Gray Bear,26,1049,0,386,0,0,0,0,0,0,0
15581,Elder Grimtotem,60,3857,5751,3025,0,0,0,0,0,0,0
15562,Elder Hammershout,60,3857,5751,3025,0,0,0,0,0,0,0
15588,Elder High Mountain,60,3857,5751,3025,0,0,0,0,0,0,0
15559,Elder Highpeak,60,3857,5751,3025,0,0,0,0,0,0,0
15567,Elder Ironband,60,3857,0,3750,0,0,0,0,0,0,0
1956,Elder Lake Creeper,19,447,0,802,34,0,0,0,0,0,0
1954,Elder Lake Skulker,16,322,390,700,28,0,0,0,0,0,0
15602,Elder Meadowrun,60,3857,5751,3025,0,0,0,0,0,0,0
2580,Elder Mesa Buzzard,38,1637,0,1684,0,0,0,0,0,0,0
1557,Elder Mistvale Gorilla,41,1875,0,2074,0,0,0,0,0,0,0
15587,Elder Mistwalker,60,3857,5751,3025,0,0,0,0,0,0,0
15594,Elder Moonstrike,60,3857,5751,3025,0,0,0,0,0,0,0
15595,Elder Moonstrike,60,3857,5751,3025,0,0,0,0,0,0,0
15597,Elder Moonwarden,60,3857,5751,3025,0,0,0,0,0,0,0
15549,Elder Morndeep,60,3857,5751,3025,0,0,0,0,0,0,0
15604,Elder Morningdew,60,3857,5751,3025,0,0,0,0,0,0,0
2348,Elder Moss Creeper,27,887,0,1078,0,0,0,0,0,0,0
3100,Elder Mottled Boar,9,175,0,387,0,0,0,0,0,0,0
1192,Elder Mountain Boar,17,384,0,734,0,0,0,0,0,0,0
4390,Elder Murk Thresher,45,2137,0,2695,0,0,0,0,0,0,0
3270,Elder Mystic Razorsnout,15,903,652,665,126,0,0,0,0,0,0
2033,Elder Nightsaber,9,175,0,387,0,0,0,0,0,0,0
15603,Elder Nightwind,60,3857,5751,3025,0,0,0,0,0,0,0
15561,Elder Obsidian,60,3857,0,3750,0,0,0,0,0,0,0
2957,Elder Plainstrider,9,182,0,387,0,0,0,0,0,0,0
15570,Elder Primestone,60,3857,5751,3025,0,0,0,0,0,0,0
15580,Elder Proudhorn,60,3857,5751,3025,0,0,0,0,0,0,0
5297,Elder Rage Scar,49,2806,0,2912,129,0,0,0,0,0,0
15573,Elder Ragetotem,60,3857,5751,3025,0,0,0,0,0,0,0
1019,Elder Razormaw,29,948,0,1145,0,0,0,0,0,0,0
15605,Elder Riversong,60,3857,5751,3025,0,0,0,0,0,0,0
15557,Elder Rumblerock,60,3857,5751,3025,0,0,0,0,0,0,0
15572,Elder Runetotem,60,3857,5751,3025,0,0,0,0,0,0,0
2635,Elder Saltwater Crocolisk,38,4282,0,1684,0,0,0,0,0,0,0
3818,Elder Shadowhorn Stag,27,894,0,1078,0,0,0,0,0,0,0
1713,Elder Shadowmaw Panther,43,2065,0,2369,0,0,0,0,0,0,0
7445,Elder Shardtooth,58,4584,0,3396,0,0,0,0,0,0,0
15558,Elder Silvervein,60,3857,5751,3025,0,0,0,0,0,0,0
15577,Elder Skychaser,60,3857,5751,3025,0,0,0,0,0,0,0
15600,Elder Skygleam,60,3857,5751,3025,0,0,0,0,0,0,0
15584,Elder Skyseer,60,3857,5751,3025,0,0,0,0,0,0,0
15566,Elder Snowcrown,60,3857,5751,3025,0,0,0,0,0,0,0
15556,Elder Splitrock,60,3857,5751,3025,0,0,0,0,0,0,0
15596,Elder Starglade,60,3857,5751,3025,0,0,0,0,0,0,0
15593,Elder Starsong,60,3857,5751,3025,0,0,0,0,0,0,0
15601,Elder Starweave,60,3857,5751,3025,0,0,0,0,0,0,0
15560,Elder Stonefort,60,3857,5751,3025,0,0,0,0,0,0,0
15574,Elder Stonespire,60,3857,5751,3025,0,0,0,0,0,0,0
15565,Elder Stormbrow,60,3857,5751,3025,0,0,0,0,0,0,0
1085,Elder Stranglethorn Tiger,35,1358,0,1349,0,0,0,0,0,0,0
4727,Elder Thunder Lizard,38,1600,0,1684,0,0,0,0,0,0,0
15583,Elder Thunderhorn,60,3857,5751,3025,0,0,0,0,0,0,0
2030,Elder Timberling,11,206,205,526,18,0,0,0,0,0,0
14757,Elder Torntusk,48,6442,0,2857,0,0,0,0,0,0,0
15578,Elder Wildmane,60,3857,5751,3025,0,0,0,0,0,0,0
15592,Elder Windrun,60,3857,5751,3025,0,0,0,0,0,0,0
15582,Elder Windtotem,60,3857,5751,3025,0,0,0,0,0,0,0
15576,Elder Winterhoof,60,3857,5751,3025,0,0,0,0,0,0,0
5664,Eldin Partridge,20,919,0,836,0,0,0,0,0,0,0
5503,Eldraeith Herbalism Supplies,30,1605,0,1179,0,0,0,0,0,0,0
11471,Eldreth Apparition,58,6836,6867,3394,522,0,0,0,0,0,0
14398,Eldreth Darter,59,7873,7107,3447,546,0,0,0,0,0,0
11475,Eldreth Phantasm,59,9249,0,3449,629,0,0,0,0,0,0
11469,Eldreth Seether,59,8906,0,3449,646,0,0,0,0,0,0
11470,Eldreth Sorcerer,59,7526,7107,3447,529,0,0,0,0,0,0
11473,Eldreth Spectre,59,7416,0,3449,529,0,0,0,0,0,0
11472,Eldreth Spirit,58,8528,0,3396,610,0,0,0,0,0,0
1103,Eldrin Journeyman Tailor,22,1042,0,906,0,0,0,0,0,0,0
4555,Eleanor Rusk General Goods,30,1605,0,1179,0,0,0,0,0,0,0
6235,Electrocutioner 6000,32,5285,0,1874,372,0,0,0,0,0,0
6016,Elemental Protection Totem,54,3986,300,2567,25,0,0,0,0,0,0
2359,Elemental Slave,34,1318,0,1976,0,0,34,34,34,68,34
16004,Elenia Haydon,5,53,0,111,0,0,0,0,0,0,0
14981,Elfarran Warsong Gulch Battlemaster,61,10626,8019,3263,0,0,0,0,0,0,0
6300,Elisa Steelhand Blacksmithing Supplies,30,1605,0,1179,0,0,0,0,0,0,0
4165,Elissa Dumas Portal Trainer,35,2016,2680,1124,0,0,0,0,0,0,0
314,Eliza Bride of the Embalmer,31,2309,1940,1012,374,0,0,0,0,0,0
2137,Eliza Callen Leather Armor Merchant,12,500,0,562,0,0,0,0,0,0,0
1871,Eliza's Guard,29,937,0,1145,53,0,0,0,0,0,0
4587,Elizabeth Van Talen Engineering Supplies,30,1605,0,1179,0,0,0,0,0,0,0
8360,Elki Mail Armor Merchant,30,1605,0,1179,0,0,0,0,0,0,0
5047,Ellaercia Tabard Designer,30,381,0,1179,0,0,0,0,0,0,0
4170,Ellandrieth General Goods,30,1605,0,1179,0,0,0,0,0,0,0
482,Elling Trias Master of Cheese,30,1605,0,1179,0,0,0,0,0,0,0
1328,Elly Langston Barmaid,60,3481,0,3750,0,0,0,0,0,0,0
5498,Elsharin Mage Trainer,50,3517,2103,2393,0,0,0,0,0,0,0
10377,Elu Wind Rider Apprentice,28,7040,0,1111,0,0,0,0,0,0,0
7570,Elven Wisp,1,5000,0,11,0,0,0,0,0,0,0
4168,Elynna Tailoring Supplies,30,1605,0,1179,0,0,0,0,0,0,0
2317,Elysa,25,1240,0,1008,0,0,0,0,0,0,0
16024,Embalming Slime,60,11887,0,3750,0,0,0,0,0,0,0
7266,Ember,30,238,0,1179,72,0,32,32,32,64,32
9690,Ember Worg,52,3030,0,3060,0,0,0,0,0,0,0
10321,Emberstrife,61,31291,0,4047,1857,0,0,0,0,0,0
8776,Emerald Dragon Whelp,1,64,53,5,1,0,0,0,0,0,0
4469,Emerald Ooze,47,5126,1640,2802,375,0,0,115,0,0,100
6075,Emerald Raptor,1,64,53,5,2,0,0,0,0,0,0
12346,Emerald Riding Raptor,1,64,0,8,0,0,0,0,0,0,0
7545,Emerald Whelpling,1,64,0,8,1,0,0,0,0,0,0
12474,Emeraldon Boughguard,62,80058,0,4344,4690,0,0,0,0,0,0
12476,Emeraldon Oracle,61,61662,24860,4044,3633,0,0,0,0,0,0
12475,Emeraldon Tree Warder,60,74090,0,3750,4408,0,0,0,0,0,0
14889,Emeriss,63,832750,0,4641,38078,0,0,0,0,0,0
17072,Emissary Gormok,55,3800,0,3234,0,0,0,0,0,0,0
14862,Emissary Roman'khan,63,271030,159,3811,0,0,0,0,0,0,0
17069,Emissary Whitebeard,55,5700,0,3234,0,0,0,0,0,0,0
14481,Emmithue Smails Sweet Treats,10,413,0,463,0,0,0,0,0,0,0
14267,Emogg the Crusher,19,1329,0,802,172,0,0,0,0,0,0
9019,Emperor Dagran Thaurissan,59,26649,0,3449,1575,0,0,0,0,0,0
15276,Emperor Vek'lor,63,964099,471600,5564,880000,0,0,0,0,0,0
